text,gender,age,sarcasm
"Прям хорошие новости. Звлнила заказчица по свадьбе, у них свадьба 27.06. Говорю, не боитесь,что все еще будет закрыто и работать нельзя. Говорит, я из связей и что полный выход будет 15 июня. ‍♀️‍♀️‍♀️‍♀️",1,42,0
"user, да не, инфа сотка. Вон, Билл Гейтс ей лично мемчик прислал со своей фоткой.",2,42,1
"user, в цвет может и неплохо бы смотрелись. А так да",1,36,0
"user, Вы про Европу пишите?....в России тоже есть ""артели"",где они социализируются,выполняя несложную работу.Знала одного такого паренька....давно....души у них светлые,не в пример нам -нормальным (условно,порой)",1,53,1
"Есть мысль, что если запретить Собянину въезд в Москву, то постепенно и все проблемы Москвы начнут рассасываться.",2,41,1
"user, она мне постоянно присылает смски в 3 ночи с текстом""такое станное чувтво когда у тебя бессоница""х))))",1,17,0
"user, я думаю город тоже ждёт и зовёт. Скучает в общем, а потом радуется",1,53,0
Как удобно то теперь стало всем недовольным по курсу ~70 считать!,2,38,1
скажите а какой размер домика и он такой точно как на рисунке и укажите доставку,1,23,0
"Виктория, пхпхпхп, не уебу, ты же майн красивая подруга)❤❤❤ Но и спорить не советую❤",1,16,0
"ой, все эти охуенные психологи и лекари душ человеческих, без должного на то образования и знаний, зато бодро скачущие по тренингам и прочим сомнительным мероприятиям, должны быть изолированы. Не, себя они могут лечить убеждением, юбками, утренней мочой и коровьим говном на первой росе, главное к людям их не подпускать",1,29,1
"Приступ зависти у Ляшко: Яценюк прибыл в Белый Дом… Президент Обама примет Яценюка там, где президент Клинтон обычно принимал Монику Левински.",2,60,0
"Здравствуйте! Сегодня по адресу Энергетиков 20, возле здания университета были вырублены все деревья. Одной рукой у нас высаживают саженцы, которые с трудом приживаются, а другой дают разрешения на вырубку прекрасных деревьев, в т.ч. яблонь, которых больше по городу и нет, с целью, вероятно, поставить авто под крыльцо своей работы ??? Возмущению нет предела!",1,30,0
"user, да где угодно! Мало банков в мире, которые инфу не выдают?",2,34,0
"user, правильно говорить от недалёкого ума,а так ваш тоже не от далёкого ума",2,33,0
"user, это как раз и ему надо. Когда комфортно сотрудникам, то и работается легко и хорошо. Ни кто не ищет другую работу. Постоянный коллектив- опытный коллектив. От сюда хорошие продажи. Все взаимосвязано. Любая уважающая себя компания создаёт хорошие условия отдыха сотрудникам. А вам автор проще скинуться всем и купить хоть бу",1,27,0
"user, у меня и телека-то нет. Я же не дебил, чтоб смотреть всю эту чушь и зомборекламу на любом канале.",2,37,0
когда видишь плачущую девушку и тебе хочетсч ее пожелеть как думаешь какая душа,2,21,0
"Я наращивала длину. Капсульное. Было очень красиво, носились отлично, но сами капсулы наощупь не приятные. С удовольствием бы наростила каким-либо другим методом и добавила бы густоты.",1,35,0
"user, а Кто их нанял?! Да чихнуть боятся без его отмашки! Хотя нет, конечно меня, ведь у нас демократия))) Я Царь, создавший вертикаль! извините, что я такой добрый и нежный- вы украли, облажались, айяйяй, так низззяяя ..",2,38,1
"Артур Олегович, извините, не в тему, но тоже о нашем крае. По-возможности, подскажите юридические основания прикрыть рассадник извращений в Петрозаводске на Коммунальной улице 20, где воздействует на нашу молодёжь так называемый ""рассадник культуры"". Прикрываясь разговорами о культуре на этих встречах продвигается феминизм и лгбт-мировоззрение. Сегодняшняя статья - link - ""Что нужно знать о г_м..."" Зачем нам на нашей земле извращения, ведущие к бездетности русских семей?",2,39,0
"а по факту домовые пятна копает 1,5 калеки.Находки остались только там.Ну ради 5 монеток убитвх тратить целый день-такое себе",2,31,0
я жора корнев и я не могу рисковать зодаанием! и геннаадием,2,25,0
"В. Путин: ""Что касается Конституции - это предмет широкого народного обсуждения"". А. Бастрыкин: ""Конституция России - это правовая диверсия"". Что нужно изменить в колониальной конституции РФ link",2,38,0
хеее ну может как нить и в москву привезу или вы уж ко мне) но с дачей пока облом однако,2,21,0
"Я не только советуюсь со своими котами, но и активно спорю. Вообще, с котами иногда приятнее поговорить, чем с некоторым людьми))",1,34,0
"1,3,5 One Love❤️❤️❤️ Катюху вообще обажаю. Никогда не выигрывала в конкурсах",2,12,0
"постаавила:) ""спасибо Даше, Полине, моим любимым, я вас очень люблю"" :*",1,17,0
"user, Стрелков делает из Путина лоха - и вы туда же. Браво! Скоро заскачем",1,23,1
"Да! Были люди в наше время!!! Не то, что нынешнее племя — богатыри!!! ....",1,64,0
"Я лаже вдали его увижу, узнаю, даже если еще походку не различишь, знаю что та черная точка это мой))",1,26,0
"Мариночка, обожаю читать твои мысли у меня как раз разбор тараканов в своей голове и думки не только по поводу окружения, но и в целом спасибо",1,25,0
"user, Мама с папой очень рады,будем вас обо все оповещать и брать советы",2,30,0
"В Чечне - это праздник, а у нас, как буд-то в магазин за хлебом сходил....",2,37,0
Ждём лета может сделают капитально дороги. Сейчас явно на лужи асфальт ложить не нужно,2,38,0
пхахахахах link и он говорит что он с пацанами лучше прыгает Эрика пхахахахаххаах,2,15,0
"Барух, на вас бандеровцев народу хватит. А ЛНР присоединиться к ДНР.",2,49,0
Подскажите: где обещанный единый абонемент по Московской области? Чтобы доехать с Железнодорожного до станции Павшино в Красногорске нужно покупать два абонемента? На Курском вокзале до Железнодорожного продают абонемент большая Москва-который не действует в той же Московской области на МЦД,1,34,0
"user, я знал что кто-то пошутит, но у вы, моя мамка на один пост ниже, а это моя сестра.",2,19,0
"Викуша, поздравляю вашу семью с огромным счастьем! Пусть сынок ростет здоровеньким это самое главное☺!",1,29,0
"user, можно и ради них, можно ради выдуманного или навязанного долга, можно ради еще чего-то... Каждому своё.. Результаты разные только будут. Ни плохие ни хорошие, просо разные.",2,99,0
"Ви всё врёте! Эти видео в госдепе или в диснее нарисовали, а в РФ всё цветёт и пахнет, я каждый день летаю от Калиниграда до Чукотки- просто не у всех людей диоптрии правильно подобраны очков или цвет.",2,41,1
"user, меня не надо учить я законы физики знаю, и знаю что это не возможно, это всё монтаж фильма. Такое возможно лишь в космосе, но не на нашей планете.",2,20,0
"user, штраф за то что оформляют малоимущих и получают льготы и деньги кое какие. Все проверяют в таких случаях. Это не я придумала. Подруга моя следователь рассказывала, что вела несколько дел таких.",1,28,0
"то есть государство будет дорого и неэффективно пытаться сделать то, что бесплатно делает рыночек, браво",2,25,1
3 кг за 3 дня?? ну это разве что воду сольёш ну не как не жир),2,22,0
"user, да. Если нет совместного стремления к налаживанию отношений, то задача очень усложняется. Это правда.",2,50,0
"Ничего не стану утверждать, если только эти бравые янки не запоют тексты Цоя)",1,18,0
"я не знаю, что выбрали в прошлом году, мне хотя бы понять, зачем выбрали",2,19,0
"у бразильцев круглый год лето. они, как только ходить научатся, сразу мячик во дворе пинают. а у нас полгода зима. наша игра - это хоккей.",1,38,0
""" Папаша в ахуе от цен на то, что просто НЕОБХОДИМО сраной личинке"" ахах",2,21,0
"Андрей, а чего не так то? Тов. Наполеон (странное имя, как у коньяка) прибыл в составе расширенной делегации для продвижения евроинтеграции. Культурный обмен, донести азы общеевропейских ценностей. Опять же, мониторинг соблюдения прав крепостных.... Погостил в Смоленске, немного в Москве и поехал было обратно. А эти неблагодарные!!! После этого, как обычно, агрессию начали! А ПАСЕ тогда ещё не было. Пожаловаться некому было.",2,36,1
"В деревне Тимино , не одна сеть не ловит , чтобы позвонить или в интернет выйти с телефона надо идти за 300 вёрст.",1,34,0
"Может быть, может быть.. верблюд выносливый и верный, на него можно положиться.",1,28,0
"Братья начнут биться друг с другом, родичи близкие в распрях погибнут; тягостно в мире, великий блуд, век мечей и секир, треснут щиты, век бурь и волков до гибели мира; щадить человек человека не станет.",2,30,0
"Я помню ту историю! Была в шоке(( Рада , что Снежок дома живет!",1,38,0
"А как ты на фарме сидишь ,если ты не тренишь и у тебя мышца порвана была?или я отстал от жизни?",2,22,0
"[club81826373|Настин Сластин: Гранола, СПЗ, смеси для салатов+], да, это замечательная мечта. Спасибо большое",1,34,0
"user, да какой тут глубокий смысл?Всего лишь либо защита своих денежек,либо идеологоз антирусский.Все просто в данном случае.",2,27,0
"Айсылу, да, я тоже в середине января планируют. Светлый взгляд становится!",1,50,0
"Доброе утро! Пусть всегда ловится рыбка большая и средненькая! Хорошей погоды в новом году, Владимир Николаевич!",1,61,0
"Алкоголь убивает клетки мозга, но не все, а только те, которые отказываются пить.",2,14,0
"Ходили с мамой в Челябэнергосбыт(когда разносили бумажки о том, что срочно нужно менять счетчики), там сказали, что всю информацию они печатают на квитанции с обратной стороны. Все остальное к ним не имеет отношения.",1,23,0
ну да) Бутылку зато делили) и дрались за последние сто грамм. я всё видела,1,25,0
"котище все равно доминирует, он типо маленький и у него лапки",1,44,0
Дураки были и есть всегда и везде. Однако сегодня нам сказочно повезло!,2,54,1
как на наши именины оторвали маше руки чтоб хуйню мне не писала не вела себя как сука))))),2,26,0
"Донбасс - внутреннее дело Украины. Чечня - внутреннее дело России. Но с какого х.я хохлы к нам лезли, когда мы чеченов мочили (правда недомочили)?",2,46,0
"user, вот и я поняла, что кость вырезали что ли? Или кожу притянули?",1,35,0
"Lara, так ведь он утверждает, что припев он придумал , вот и ..... Но это не мое дело!!!!!",1,36,0
"Нефть, уголь и газ ещё лет сто в цене не упадут. На чём же электростанции работать будут? Атомную энергетику европейцы развивать не хотят, а на ветер и солнце надежды мало)))",2,59,0
"Не поможет. Даже если люди массово забойкотируют лукойл и никто не сжульничает (лукойл снизил цены, а к нему все равно никто раньше времени не пришел), что само по себе ооочень маловероятно, у конкурентов не будет никаких причин снижать цены (зачем?).",1,25,0
"user, два трупа оказались живыми, и навернулись с высоты без посторонней помощи.... а еще два убиты из оружия, не соответствующего образцам, имеющимся у МВД. Вопросы?",2,38,1
У меня в школе девочка заняла 1 место в бритиш бульдог,1,14,0
"Класс!!!Искренне,заряженно и спасибо вселенной за то что мы здесь!!!!Артём просто космический",1,25,0
"user, Да рузке дух...а ещё пиздатая песня расея моя расея,от волги до янесея...а остальное всё говно)))(с сарказмом и умным видом попровляя очки)",2,25,1
"Сергей, да! Я понимаю о чём Вы ! Безусловная любовь , открытое сердце ! Это то к чему я пришла , прибывая в поиске гармонии , все свои 43 .",1,44,0
"user, Потому что нечем думать наверное!))))))))))Я уж по умнее тебя буду!))))Представляешь как тебе повезло?!Наслаждаться цирком бесплатно!))))все для тебя!)))))))))♥",1,21,0
"user, ну у Газпрома денег не меньше, чем у Гинера. Думаю у них с фк Зинит партнёрские отношения и забронированные первые два места. осталось Ростов слить со 2-го.",2,25,0
Спасибо тебе!что ты проявляешь внимание к моей скромной персоне! Только лайки ставь!Пидераст,2,28,1
"Зверье моё есть ещё на кольцова тц Муссон,при покупке смотрите чтоб клюв,попка и лапки были чистые и ровные,значит здоров",1,31,0
"Как щедро... Аж гордость берет за такое уважение к тем кто ценой жизни дал этим ублюдкам появиться на свет.... Кто строил все то что эти бляди продали с молотка и тд... До слез... Унижение, на высоте... Браво вы мрази это сделали в очередной раз, но видят боги, что скоро придет ваш черед платить по заслугам!!!!",1,39,1
"Таняяя,ты монст крутых фоток ,просто Интересно ,а кто - нибудь пробовал фотографировать на таком маленьком пяточке и всего остального ,что необходимо для съёмки???Вот бы посмотреть",1,33,0
"user, вот спасибо, дяденька! А для своих родных я и есть принцесса - они мне в этом каждый день признаются. И не потому, что купили или уверены, что я им что-то должна, а просто потому, что я жена и мама.",1,42,0
"user, Многие фотографы у которых есть айфон делают это постоянно, решил от них неотставать...правда у меня нет айфона, приходится повсюда таскать с собой зеркалку.",2,29,0
"user, ну я говорю, принцип с БЖ важнее чувств ребёнка, да и вообще ребёнка.. Вы с матерью ей психику сломаете на всю жизнь. Вы рвёте её на части своим срачем и никогда она этого не забудет, а когда вырастет никогда не простит. Пофиг на БЖ, на суд, и на ваши обиды, пожалейте ребёнка, мне кажется вы любите дочь.",1,35,1
"Arthur, идёт. Надеюсь, в следующий раз тебя хватит больше чем на полтора часика и мы таки перестанем замерять твои рекорды, ДЕЕЕЕЕТКА",2,18,0
"Какая завораживающая история про двух бабушек: одна видимо в РФ живёт, а другая на Украине, аккурат во времена майдана",2,49,0
"user, Скажем так, до ввода ограничения по трафику у МТС и Билайн, таких проблем не было, да и сейчас нет (иногда ставлю их симку в дневное время)",2,33,0
"user, ты понимаешь что я хочу тебе обьяснить?Вруби мозг школьник,ваши их точек-У,по городам стреляют,но снаряды как таковы не разпывтся,а вы тут курятник устроили из-за того что этих опущенных провели по площади!",2,14,0
Гордость нашего поселения! Поздравляем! Так держать! Пора на область тебя заявлять!,1,30,0
"Марина, научиться еще:) я сама в 6-ть села на велик. На Каму сразу зато:))) без сидушки",1,33,0
"user, я спросила. И если вы не умеете сочетать предложения, то это ваша вина. Прочитайте внимательно, пожалуйста! ""И почему ""анонимно""? Стесняетесь, что люди узнают что в дешёвых магазинах отовариваетесь?"" Вы видете 2 вопроса! Второй вопрос больше похож на вопрос-предположение!",1,38,0
"Любовью - никак. Просто этим словом называют что попало, к сожалению.",2,41,0
"Lisionok, просто люди до ужаса пофигистичны! А потом локти кусают, да поздно!",1,36,0
"user, там семейные были обстоятельства и по профессии были дела.Я не жалею.Там где жил я были хорошие люди в большинстве своем,верующие.Но они не были свободными людьми,к сожалению и давать их жизнь за образец свободы-это глупость.",2,27,0
"Да керпичь на свалки а в ендовище дороги нечем засыпать,ямы и промоины!ждём через знает по сколько машину!если превизут сами раскидываем,а таких как мы мест куча где можно отсыпать дорогу,проедте от тернового до вышки по селу,колеса там и останутся,раньше была дорога как осень весна так болото как у нас!вот такие то дела!",2,32,0
Вы такие красивые оставайтесь всегда такой хорошой и нежной и радику привет,1,15,0
"user, повторюсь. я отвечала на коммент, где говорилось об уважении к народам! а Вы со своими орденами. в то время народы объединяли не из великой любви и уважения к ним. а чтоб страна была сильнее. вспомните насильное присоединении нпродов Балтии. Вы ж тогда жили, можете судить.",1,38,1
"Ольга, у вас такой маленький размер? Это из подростковых надо подбирать тогда",1,31,0
"user, а что же сами не ответите? Или вы только следите кто,где,когда ответил да в личке матом крыть горазды? Или влюбились? Что мимо меня спокойно пройти не можете?",1,38,0
"Хах, только хотела написать тебе, чтобы ты эту фотку на аву поставил))",1,18,0
"Шестнадцать лет прошло с тех пор, Как стали мужем и женою, Вас поздравляем мы сейчас, Пусть жизнь наполнится весною! Топазовый ваш юбилей Вам принесет былую нежность, Вернет на годы вас назад, Подарит радость, безмятежность.",1,40,0
"сережа, в доме, от которого виден торец справа, живет моя сослуживица!!!",1,59,0
"Он на актрису похож, которая мне запомнилась в моменте где она сказала я та кто вышла из душа первая. Блин забыла название дорамы.",1,23,0
"Пикадорша чудесная, а Сиртаки на снегу странно смотрятся, лучше б летом снять, и с одёжкой проше - греческую можно реально накинуть, как в ""Формуле любви""- на снегу - как топчутся одновременно, кто не в теме - сложно проникнуться...",1,52,0
"Опаздал.Нас Иуды проводили 43 миллиона людей убили.Теперь нам их вычищать как навоз надо вилами.Их и трёх милл нет,больше воры да убийцы и проститутки с пидорасами за спинами воюют.Наши за ура голову не пожелают ,мразь повесят без суда.Обучали они нас этому 300лет.",1,57,0
вот куда едут бабки по утрам в час пик в битком набитом автобусе,2,32,0
"Анна, а может, и не будут) всем чхать на самом деле",1,27,0
"user, наоборот! Если бы что-то делали разговора бы не было. А так, сами знаете - ничего личного просто бизнес.",2,36,0
пинать ты свой шарик в штанах будешь противно? так хули ты тут делаешь еще,2,19,0
"Да, Даш, мне очень важно твое мнение в данном случае) На самом деле мне просто жаль что ты не поняла всей прелести этого фильма и не получила столько удовольствия от его просмотра, сколько получил я) Просто он не для тебя. Люди-то разные)",2,21,1
"Сирень в Москве есть круглый год)) мы наталкивались зимой, она пахнет, но аромат не такой яркий...",1,29,0
"user, скорей всего сам торрент плохой по скольку у меня ESET NOD32 обнаружил вирус",2,14,0
"user, ну совсем обидно для европы измерять 0. 0006 6ткм свою строну",2,36,1
"user, огромное спасибо за такую красоту, у вас золотые руки, спосли мои волосы☺и навели такую красоту, жаль что цвет не передался в полном объеме, теперь всегда только к вами не каких экспериментов дома",1,25,0
"эй, Викуха, у меня тоже папа Леша, но это вряд ли поможет найти паспорт",1,36,0
"Ну да, напряжение. Имиджмейкеры работали. Речь и жесты поставили. Но иногда прорывается ... то, что за кончиками пальцев ))) Тогда выручают вопросы из зала.И на что только люди не идут, лишь бы от работы на заводе у станка отвертеться.",2,42,0
"А мне в Дане нравится его смелость! Порой удивляешься вопросам, которые ему задают ведущие, а он всегда отвечает, даже не морщась! Всегда с достоинством выходит из странных ситуаций! Настоящий мужчина!",1,36,0
"user, я вспомнила как называю тебя, не увидела шо рили ты",1,36,0
"Допустимый объем превышен на 400 знаков. поэтому тут не все,а должно быть 800 ((=",1,18,0
"Евгений, меня утешает одно: совесть моя чиста, я в этом говне не испачкался.",2,67,0
"Бля человек никогда не будет счастлив! Ни в одной стране мира, сколько бы у него не было денег, никогда! Человек всегда находит какие то проблемы и какие то неудобства, на том же западе люди вроде в достатке живут но у них ""права ущемлены"", ""притесняют ЛТТБ"" и т.д., человек не может жить нормально! Природа у нас такая",2,24,0
Тут НАТО к бел границам войска перебрасывает... жареным пахнет не только в крыму,2,30,0
"user, вы просто не замечаете. что в основе вашего мировоззрения лежат идеи НОДа!"" НОДовские мотивчики... может быть и совпадение. но идейный ряд и подоплеку меня учили видеть на раз... Вопрос у кого раньше родились эти идеи - не мой вопрос... важен идейный резонанс....",2,73,0
"Дозвонилась со второго раза. И то потому что первый раз на время не посмотрела, обед у них был.",1,42,0
"user, я не думаю, что ты сидишь без дела. когда не работаешь, стоооолько возможностей открывается!",1,38,1
"user, какой Вам ещё список!Сказали же ""Россия виновна!""и все точка!это ж неприложная истина!",2,31,1
Таскали дрочеры вокруг Павловска? Снег какой-то неприятный за городом - мокрый и липкий.,2,25,0
Скания авто огонь такой же надёжный как шведские часы Королева дорог единственная марка с короной на голове❤❤❤,2,32,0
сначала проиграл с пикчи потом прочитал твою подпись потом проиграл с пикчи,2,110,0
"государство разве не должно выебать за половую дискриминацию? Ах, да, социальная справедливость...",2,25,1
"user, я уже задавала им этот вопрос. чего им на наших москальских страничках делать? шли бы на свои и обсуждали захватчиков подлых",1,38,0
"Немного не в тему, - мне « посчастливилось» присутствовать на тренинге тони робинса... ощущение было что я в сумасшедшем доме или в секту попала. было всеобщее братание и сумасшедшее веселье на ровном месте. Сам он нес чушь, бегал потный по залу, бил в ладоши и - все. На второй день я не поехала. Феномен просто какой то, а не человек.... а масса у него отнюдь не яблочками с курагой набитая.",1,46,1
"user, видно же по его лицу, что он предотвратил третью мировую, так что пруфоф достаточно!",2,30,1
"Жизнь человечества зависит от Него, а не от кого то одного, задающего вопросы. А задавать вопросы для имеющего разум также естественно как и дышать.",2,44,0
"user, главное вы поняли что такое сарказм. Очень рад за вас!",2,20,1
Водители и лужи...Я прям всегда в догадках теряюсь: вы родились в машинах?!?!?,1,31,1
"Тебе до сих пор нравится музыка в Догмовском стиле, я смотрю)))",1,24,0
Я думаю каждый бы отец вытащил бы своего сына из огня,2,20,0
"Какой ты молодец, сам на снегоходе, а жену на оленя посадил!",2,34,1
"СОГЛАСЕН 100%! ДЕНЬ ВЕЛИКОЙ ПОБЕДЫ - ЭТО ДЕНЬ ПАМЯТИ И СКОРБИ, КАК 22 ИЮНЯ!",2,47,0
"Как сказал на допросе в питерском ЧК убийца Моисея Урицкого Леонид Канегиссер, из-за таких жидов* нас, евреев, и не любят. *Имелся в виду Урицкий.",2,44,0
"user, например игрушки мягкие. Я даже не знаю. Все, что может ребенка порадовать) А что вы делаете? расскажите",1,33,0
"Шиза косит ряды грудничков. Наверное, Охотское море просто так внутренним морем РФ признввали, и войска туда нагоняют тоже просто так....",2,42,1
"Да, я уже давно тестирую новое оформление и оно мне тоже больше нравится!",1,41,0
"представитель МВД заявил: не взрывали, главный диспетчер заявил: взрывов не было. как бы Вам ни хотелось, но спрятать взорванный автобус даже Капитану Америке не под силам.",2,25,0
А про Рабочеостровский КЛДЗ все уже забыли. Обещено было много но..... .,2,35,0
"А что если каждый на своей странице в соц сети бы в статусе или на стену взакреп выложил заявление, что не причастен к выборам и там дата сохранится до первого июля и тогда мы сможем посмотреть реальное число голосов ""за"" против"" и воздержавшихся? Ну, за исключением непользующихся инетом... Или глупость мне в голову пришла..",1,33,0
"user, причем тут я? я имею ввиду, что она не перекаченная и не с мужицкой фигурой. а во-вторых, не родная сестра",1,23,0
"user, я читал Гумилева и не согласен с ним. Все примеры выше - частности, не раскрывающие цели и стремления людей. Быть, хотеть стать родителем, (вне зависимости от достижений потомков) это, не тоже самое, что прикрываться ""клишеванием"" В этом плане, лучше почитать Булычева ""Посёлок""",2,47,0
"user, так надо делать это корректно, а не как быдлогопота. Почему-потому, покажите закон-есть закон но не покажу, и все же какой номер-ты че охренел что ли а ну поехали.",2,29,0
"Настя, ну видишь, я не отличаюсь фантазией) Хочу, чтобы Андрей подумал в конце концов))) и нравится мне этот тренинг))) полузверь",1,21,0
Это каким надо быть долбоебом чтобы 4 ляма в такси оставить,2,45,0
Надюша! Привет дорогая! Как поживаешь- в ожидании весеннего веселья на даче!??,1,61,0
"user, пп? Или всё подряд?) Думаю все же не в любом количестве)) Я очень хочу приучить себя к пп, но пока это только слова",1,31,0
"user, Эмм...и зачем такая бессмысленная эпитафия? Я никого не оскорбил. Не говорил, что кто-то хороший или плохой. Я просто показал человеку ошибку, что бы она в следующий раз смогла это учесть, т.к я прекрасно понимаю, что русский язык она уже утрачивает/утратила, или просто всегда была в нем плоха. Я понимаю, что я не учитель русского языка, а лишь из добрых побуждений помог человеку.",2,19,0
"Бегать это наше всё, чем ещё заниматься, если не бегать? Это обязательно, пойду побегаю",1,25,0
"Hör din sista ropet, Trollhammeren är här! Услышь свой последний крик, Молот Троллей уже здесь!",2,27,0
"Глупо сравнивать. Столько лет прогресса прошло. Ситуация другая координально. Одно можно сказать что личности в истории. Это не горбатые, хрущи и т.д о которых вспоминают в контексте учения исторических нюансов периода. Ну был такой руководитель и все. А вот личностей мало. Про европу можно вообще не говорить после войны. Да и пиндостан измельчал.",2,52,0
"user, да не серьезно,уже как недели 3 небыло компа. телефон проебал, через него я тоже лазел в нете)))",2,23,0
"user, пустое это, право...нестоит лезть в статью. Тут энтропия... отсутствие антиэнтропийных процессов на лицо.",2,102,0
"user, ахахахахаха,какой высоко интеллектуальный ответ))))))ну ты это иди с борашкой перепихнись расслабься,успокойся,а то нервы ет у тебя пиздец))))",2,26,1
"Спасибо дорожниками, на скорости 40 км/ч машину на скользкой дороге начало крутить, вследствие чего произошло ДТП. После звонка в 112 через 20 минут прошла пескопосыпочная машина.",1,31,1
"Вы вроде в одном из своих видео уже отвечали на подобие первого вопроса. Насколько я помню, в видео о когнитариате Программисты и менеджеры продают свой труд, свои профессиональные навыки, ровно так же, как и простые рабочие с заводов",2,17,0
"Читаешь, думаешь: ну пока ничего омерзительного, и в конце- Бац! Жидкий обсер ‍♂️",2,35,0
"user, я минуса вообще не чувствовал. Может просто с погодой не повезло. Вообще некоторые компании и спальник дают. Я думаю нужна обычная куртка. Когда шагаешь тепло.",2,37,0
"user, я знаю что тебе параллельно, а насчет спора: я не спорю с незнакомцами",1,15,0
"user, я увядающая женщина 18 лет....старею, мужчина предпочтет вот эту в позе раком, а не меня...:( ты понимаешь, какой это удар для меня? :D",1,18,0
он очень хороший преподаватель! и учит хорошо! главное не поцарапить машину!,1,21,0
"user, несмотря на все это, она по-прежнему осталась человеком с большим сердцем, любящей и любимой женщиной, прекрасной матерью. А здоровье, оно, к сожалению, не так долговечно. И да... грудь в человеке это же самое главное. Мозги находятся именно там.",1,24,1
"Забудь о прошлом, без оглядки и сомнений. И не живи в плену чужих, стандартных мнений. Смотри вокруг, любуйся солнечным рассветом… Задай вопрос, взгляни наверх и жди ответа.",1,46,0
"Когда в детстве я только училась печатать, то тупо не смогла найти букву Ё на клавиатуре и с тех пор привыкла обходиться без нее. Однако в японских именах и словах, а также в текстах на белорусском языке я ее использую.",1,22,0
